attendance_id,emp_id,attendance_date,status
3541,308,2025-11-05,Absent
3543,177,2025-07-11,Absent
3545,12,2025-02-11,Leave
3547,782,2025-06-24,Leave
3549,990,2025-01-02,Leave
3553,83,2025-11-06,Leave
3554,627,2025-07-17,Present
3555,1050,2025-11-14,Present
3556,446,2025-05-21,Present
3558,263,2025-10-27,Absent
3560,1446,2025-08-02,Absent
3562,808,2025-11-18,Leave
3564,136,2025-04-17,Present
3565,18,2025-07-28,Absent
3566,1419,2025-09-24,Present
3568,304,2025-12-22,Leave
3570,1338,2025-09-24,Leave
3571,717,2025-03-11,Present
3574,100,2025-07-07,Absent
3577,1277,2025-03-10,Leave
3578,637,2025-03-09,Present
3579,1431,2025-06-25,Leave
3580,333,2025-12-17,Present
3582,1145,2025-06-27,Leave
3583,1458,2025-01-14,Present
3585,1222,2025-06-05,Absent
3586,719,2025-02-17,Present
3587,973,2025-03-04,Present
3593,911,2025-10-12,Present
3594,368,2025-01-10,Absent
3596,430,2025-06-20,Leave
3598,657,2025-07-12,Leave
3599,279,2025-07-11,Absent
3603,490,2025-06-23,Leave
3607,1162,2025-09-14,Present
3608,766,2025-08-21,Present
3610,574,2025-12-02,Absent
3611,634,2025-07-14,Present
3613,1030,2025-04-28,Present
3616,22,2025-09-06,Leave
3617,1042,2025-07-11,Leave
3619,169,2025-12-16,Absent
3620,249,2025-07-16,Absent
3621,595,2025-07-09,Leave
3625,1461,2025-10-17,Leave
3627,1244,2025-03-15,Present
3628,565,2025-12-02,Present
3630,759,2025-10-04,Present
3633,1257,2026-01-01,Absent
3634,338,2025-01-13,Absent
3635,1163,2025-07-28,Absent
3636,938,2025-01-06,Present
3637,94,2025-03-08,Leave
3640,535,2025-12-28,Leave
3641,205,2025-10-06,Leave
3643,255,2025-12-22,Leave
3646,88,2025-10-12,Absent
3649,837,2025-05-18,Leave
3651,143,2025-04-09,Absent
3655,217,2025-08-04,Absent
3662,241,2025-09-13,Absent
3663,1002,2025-02-12,Absent
3671,807,2025-04-23,Leave
3673,430,2026-01-01,Absent
3674,1096,2025-05-08,Present
3680,606,2025-07-18,Absent
3683,292,2025-06-17,Leave
3685,588,2025-10-13,Absent
3686,1290,2025-11-30,Present
3687,663,2025-04-15,Absent
3688,1211,2025-04-23,Absent
3690,954,2025-08-03,Present
3691,1132,2025-02-06,Leave
3692,525,2025-08-28,Present
3694,356,2025-02-24,Absent
3697,595,2025-07-16,Present
3698,163,2025-11-12,Leave
3699,687,2025-11-20,Present
3703,404,2025-11-26,Leave
3704,1300,2025-04-08,Absent
3705,1173,2025-01-08,Leave
3707,324,2025-05-20,Present
3708,474,2025-02-10,Absent
3709,149,2025-07-06,Absent
3710,905,2025-09-09,Leave
3713,242,2025-05-12,Leave
3714,211,2025-12-01,Present
3718,34,2025-03-12,Absent
3719,510,2025-05-10,Present
3720,646,2025-03-30,Present
3722,309,2025-09-25,Absent
3724,531,2025-06-19,Leave
3726,1220,2025-04-16,Leave
3727,636,2025-04-02,Absent
3730,5,2025-08-20,Leave
3734,501,2025-02-06,Absent
3737,1153,2025-01-04,Absent
3738,1051,2025-04-22,Present
3739,557,2025-05-25,Present
3741,512,2025-04-02,Absent
3742,835,2025-07-07,Present
3744,800,2025-09-13,Leave
3745,116,2025-01-23,Absent
3747,587,2025-02-03,Present
3750,1298,2025-04-03,Absent
3751,639,2025-06-24,Absent
3753,636,2025-11-21,Leave
3754,1078,2025-03-09,Leave
3756,1426,2025-05-07,Absent
3758,1294,2025-06-21,Leave
3759,1386,2025-02-04,Leave
3761,657,2025-04-17,Present
3762,1146,2025-08-17,Present
3763,123,2025-07-23,Present
3764,145,2025-09-09,Absent
3765,1475,2025-12-28,Leave
3768,713,2025-05-25,Leave
3769,742,2025-09-06,Absent
3771,397,2025-09-28,Present
3772,474,2025-09-18,Leave
3779,270,2025-03-29,Leave
3780,832,2025-07-05,Present
3781,876,2025-12-19,Leave
3786,918,2025-07-09,Leave
3791,407,2025-09-21,Leave
3794,309,2025-02-22,Absent
3796,365,2025-01-29,Leave
3798,160,2025-03-14,Absent
3800,212,2025-04-16,Leave
3806,154,2025-06-15,Leave
3807,718,2025-01-03,Leave
3809,512,2025-11-30,Leave
3812,1347,2025-04-23,Leave
3816,1150,2025-11-09,Present
3818,1000,2025-12-09,Present
3819,470,2025-02-25,Present
3820,728,2025-10-30,Absent
3822,409,2025-12-31,Absent
3823,517,2025-05-17,Leave
3828,163,2025-09-27,Absent
3829,958,2025-10-20,Absent
3831,813,2025-08-06,Leave
3832,618,2025-08-13,Leave
3833,941,2025-07-28,Absent
3841,851,2025-11-02,Absent
3842,763,2025-03-10,Absent
3843,121,2025-08-17,Leave
3846,32,2025-03-31,Leave
3849,1066,2025-03-03,Leave
3850,842,2025-01-05,Present
3856,876,2025-10-23,Leave
3857,1260,2025-03-30,Leave
3858,1104,2025-04-07,Leave
3860,256,2025-05-29,Present
3861,472,2025-05-16,Present
3863,238,2025-03-01,Absent
3865,631,2025-10-27,Absent
3866,299,2025-05-11,Absent
3870,579,2025-08-12,Leave
3873,512,2025-09-06,Present
3874,1174,2025-09-23,Absent
3878,1043,2025-01-21,Absent
3880,1276,2025-03-17,Leave
3881,96,2025-01-15,Absent
3883,795,2025-04-26,Present
3884,648,2025-05-24,Absent
3885,1307,2025-07-05,Absent
3886,1111,2025-10-10,Leave
3887,978,2025-02-07,Present
3888,1263,2025-11-09,Present
3891,389,2025-07-03,Present
3895,1108,2025-02-10,Present
3898,1230,2025-06-19,Absent
3899,977,2025-02-21,Leave
3900,914,2025-08-20,Present
3902,32,2025-09-24,Leave
3904,1118,2025-09-30,Present
3909,1011,2025-11-25,Absent
3910,202,2025-10-29,Absent
3914,746,2025-08-12,Leave
3916,463,2025-02-12,Leave
3917,1388,2025-11-04,Absent
3918,667,2025-10-03,Absent
3919,1101,2025-02-28,Leave
3920,194,2025-10-04,Leave
3921,1169,2025-03-27,Absent
3922,370,2025-10-10,Absent
3923,1356,2025-08-09,Present
3928,591,2025-11-28,Absent
3929,1393,2025-02-18,Absent
3930,717,2025-10-24,Present
3935,1255,2025-03-13,Present
3937,405,2025-07-17,Present
3939,879,2025-09-11,Absent
3940,55,2025-05-14,Present
3941,205,2025-04-08,Absent
3945,526,2025-05-15,Absent
3953,899,2025-06-02,Present
3954,532,2025-12-17,Present
3955,146,2025-02-13,Present
3962,1227,2025-07-09,Absent
3963,1356,2025-03-13,Absent
3964,867,2025-08-23,Present
3966,175,2025-02-14,Leave
3967,1402,2025-03-26,Leave
3968,518,2025-10-25,Present
3969,969,2025-09-21,Absent
3970,1306,2025-10-13,Present
3971,1469,2025-01-19,Leave
3973,322,2025-09-27,Absent
3976,743,2025-06-16,Leave
3977,272,2025-04-04,Present
3981,278,2025-07-11,Leave
3982,1119,2025-01-24,Absent
3984,1107,2025-05-11,Absent
3985,269,2025-11-03,Absent
3986,469,2025-04-15,Present
3987,811,2025-10-02,Present
3988,400,2025-04-30,Leave
3989,1022,2025-09-26,Absent
3991,523,2025-12-31,Present
3992,943,2025-05-16,Absent
3994,1035,2025-04-28,Leave
3995,623,2025-01-06,Present
3997,533,2025-08-27,Leave
3998,1021,2025-11-21,Present
3999,185,2025-12-11,Present
4000,1333,2025-07-31,Leave
